index	Potential [V]	Disk Current density[mA/cm2]	Ring Current density[mA/cm2]
2702	0.8134817694495349	-0.051971435546875014	0.0025146484375
2701	0.81392367099896	-0.0513153076171875	0.002520751953124995
2700	0.8143615147961304	-0.0504913330078125	0.0024734497070312595
2699	0.8148045230052613	-0.0498809814453125	0.002462768554687505
2698	0.8152419979158632	-0.049041748046875	0.0024505615234375003
2697	0.8156857438981313	-0.0484619140625	0.002429199218750005
2696	0.816129858766968	-0.0478973388671875	0.0024169921874999997
2695	0.8165713914298245	-0.0472259521484375	0.002400207519531255
2694	0.8170107107732694	-0.0464630126953125	0.002383422851562505
2693	0.8174577767346549	-0.0460205078125	0.002352905273437505
2692	0.8178945138721195	-0.0451507568359375	0.002352905273437495
2691	0.8183441620394853	-0.0448150634765625	0.002349853515625
